id,name,category,thickness_mm,price,edgePrice,image,discount,status,description,pros,care,supplier,supplierUrl,datasheetUrl
vanilla-noir-20-mm-kompositsten,Vanilla Noir (20 mm),Kompositsten,20,4255,350,,-0.10,available,,,,,,
veined-michelangelo-30-mm-kompositsten,Veined Michelangelo (30 mm),Kompositsten,30,3542,350,,-0.10,available,,,,,,
veined-michelangelo-20-mm-kompositsten,Veined Michelangelo (20 mm),Kompositsten,20,3542,350,,-0.10,available,,,,,,
white-attica-30-mm-kompositsten,White Attica (30 mm),Kompositsten,30,4255,350,,-0.10,available,,,,,,
white-attica-20-mm-kompositsten,White Attica (20 mm),Kompositsten,20,4255,350,,-0.10,available,,,,,,
woodlands-30-mm-kompositsten,Woodlands (30 mm),Kompositsten,30,4255,350,,-0.10,available,,,,,,
woodlands-20-mm-kompositsten,Woodlands (20 mm),Kompositsten,20,4255,350,,-0.10,available,,,,,,
wyndigo-20-mm-kompositsten,Wyndigo (20 mm),Kompositsten,20,3996,350,,-0.10,available,,,,,,
yukon-30-mm-kompositsten,Yukon (30 mm),Kompositsten,30,3424,350,,-0.10,available,,,,,,
yukon-20-mm-kompositsten,Yukon (20 mm),Kompositsten,20,3424,350,,-0.10,available,,,,,,
balmoral-red-30-mm-granit,Balmoral Red (30 mm),Granit,30,,395,,,backorder,,,,,,
balmoral-red-20-mm-granit,Balmoral Red (20 mm),Granit,20,,395,,,backorder,,,,,,
baltic-brown-30-mm-granit,Baltic Brown (30 mm),Granit,30,,395,,,backorder,,,,,,
baltic-brown-20-mm-granit,Baltic Brown (20 mm),Granit,20,,395,,,backorder,,,,,,
black-forest-30-mm-granit,Black Forest (30 mm),Granit,30,,395,,,backorder,,,,,,
black-forest-20-mm-granit,Black Forest (20 mm),Granit,20,,395,,,backorder,,,,,,
black-pearl-30-mm-granit,Black Pearl (30 mm),Granit,30,,395,,,backorder,,,,,,
black-pearl-20-mm-granit,Black Pearl (20 mm),Granit,20,,395,,,backorder,,,,,,
cambrian-black-30-mm-granit,Cambrian Black (30 mm),Granit,30,,395,,,backorder,,,,,,
cambrian-black-20-mm-granit,Cambrian Black (20 mm),Granit,20,,395,,,backorder,,,,,,
cosmic-black-20-mm-granit,Cosmic Black (20 mm),Granit,20,,395,,,backorder,,,,,,
grigio-aveiro-30-mm-granit,Grigio Aveiro (30 mm),Granit,30,,395,,,backorder,,,,,,
grigio-aveiro-20-mm-granit,Grigio Aveiro (20 mm),Granit,20,,395,,,backorder,,,,,,
jurassic-grey-30-mm-granit,Jurassic Grey (30 mm),Granit,30,,395,,,backorder,,,,,,
jurassic-grey-20-mm-granit,Jurassic Grey (20 mm),Granit,20,,395,,,backorder,,,,,,
marinace-black-30-mm-granit,Marinace Black (30 mm),Granit,30,,395,,,backorder,,,,,,
marinace-black-20-mm-granit,Marinace Black (20 mm),Granit,20,,395,,,backorder,,,,,,
tan-brown-30-mm-granit,Tan Brown (30 mm),Granit,30,,395,,,backorder,,,,,,
tan-brown-20-mm-granit,Tan Brown (20 mm),Granit,20,,395,,,backorder,,,,,,
verde-bahia-ubatuba-30-mm-granit,Verde Bahia / Ubatuba (30 mm),Granit,30,,395,,,backorder,,,,,,
verde-bahia-ubatuba-20-mm-granit,Verde Bahia / Ubatuba (20 mm),Granit,20,,395,,,backorder,,,,,,
virginia-black-30-mm-granit,Virginia Black (30 mm),Granit,30,,395,,,backorder,,,,,,
virginia-black-20-mm-granit,Virginia Black (20 mm),Granit,20,,395,,,backorder,,,,,,
antartide-30-mm-marmor,Antartide (30 mm),Marmor,30,,395,,,backorder,,,,,,
antartide-20-mm-marmor,Antartide (20 mm),Marmor,20,,395,,,backorder,,,,,,
azul-celeste-20-mm-marmor,Azul Celeste (20 mm),Marmor,20,,395,,,backorder,,,,,,
bardiglio-30-mm-marmor,Bardiglio (30 mm),Marmor,30,,395,,,backorder,,,,,,
bardiglio-20-mm-marmor,Bardiglio (20 mm),Marmor,20,,395,,,backorder,,,,,,
black-gold-30-mm-marmor,Black & Gold (30 mm),Marmor,30,,395,,,backorder,,,,,,
black-gold-20-mm-marmor,Black & Gold (20 mm),Marmor,20,,395,,,backorder,,,,,,
breccia-sarda-scorpion-30-mm-marmor,Breccia Sarda / Scorpion (30 mm),Marmor,30,,395,,,backorder,,,,,,
breccia-sarda-scorpion-20-mm-marmor,Breccia Sarda / Scorpion (20 mm),Marmor,20,,395,,,backorder,,,,,,
calacatta-belgia-30-mm-marmor,Calacatta Belgia (30 mm),Marmor,30,,395,,,backorder,,,,,,
calacatta-belgia-20-mm-marmor,Calacatta Belgia (20 mm),Marmor,20,,395,,,backorder,,,,,,
calacatta-viola-20-mm-marmor,Calacatta Viola (20 mm),Marmor,20,,395,,,backorder,,,,,,
fantastico-arni-30-mm-marmor,Fantastico Arni (30 mm),Marmor,30,,395,,,backorder,,,,,,
fantastico-arni-20-mm-marmor,Fantastico Arni (20 mm),Marmor,20,,395,,,backorder,,,,,,
macchia-vecchia-30-mm-marmor,Macchia Vecchia (30 mm),Marmor,30,,395,,,backorder,,,,,,
macchia-vecchia-20-mm-marmor,Macchia Vecchia (20 mm),Marmor,20,,395,,,backorder,,,,,,
crema-perla-30-mm-kalksten,Crema Perla (30 mm),Kalksten,30,,395,,,backorder,,,,,,
crema-perla-20-mm-kalksten,Crema Perla (20 mm),Kalksten,20,,395,,,backorder,,,,,,
thala-grey-30-mm-kalksten,Thala Grey (30 mm),Kalksten,30,,395,,,backorder,,,,,,
thala-grey-20-mm-kalksten,Thala Grey (20 mm),Kalksten,20,,395,,,backorder,,,,,,
bricmate-norrvange-grey-12-mm-keramik,Bricmate Norrvange Grey (12 mm),Keramik,12,,420,,,backorder,,,,,,
atlas-black-tempest-12-mm-keramik,Atlas Black Tempest (12 mm),Keramik,12,,420,,,backorder,,,,,,
atlas-travertino-sand-12-mm-keramik,Atlas Travertino Sand (12 mm),Keramik,12,,420,,,backorder,,,,,,
laminam-bianco-assoluto-12-mm-keramik,Laminam Bianco Assoluto (12 mm),Keramik,12,,420,,,backorder,,,,,,
laminam-calce-avorio-12-mm-keramik,Laminam Calce Avorio (12 mm),Keramik,12,,420,,,backorder,,,,,,
porcelanosa-astana-grey-12-mm-keramik,Porcelanosa Astana Grey (12 mm),Keramik,12,,420,,,backorder,,,,,,
porcelanosa-blue-roma-12-mm-keramik,Porcelanosa Blue Roma (12 mm),Keramik,12,,420,,,backorder,,,,,,
porcelanosa-fiori-di-bosco-12-mm-keramik,Porcelanosa Fiori di Bosco (12 mm),Keramik,12,,420,,,backorder,,,,,,
porcelanosa-invisible-white-12-mm-keramik,Porcelanosa Invisible White (12 mm),Keramik,12,,420,,,backorder,,,,,,
porcelanosa-marquina-black-12-mm-keramik,Porcelanosa Marquina Black (12 mm),Keramik,12,,420,,,backorder,,,,,,
porcelanosa-orobico-dark-12-mm-keramik,Porcelanosa Orobico Dark (12 mm),Keramik,12,,420,,,backorder,,,,,,
porcelanosa-viola-blue-12-mm-keramik,Porcelanosa Viola Blue (12 mm),Keramik,12,,420,,,backorder,,,,,,
aluminio-nube-30-mm-kompositsten,Aluminio Nube (30 mm),Kompositsten,30,,350,,,backorder,,,,,,
aluminio-nube-20-mm-kompositsten,Aluminio Nube (20 mm),Kompositsten,20,,350,,,backorder,,,,,,
ariel-30-mm-kompositsten,Ariel (30 mm),Kompositsten,30,,350,,,backorder,,,,,,
ariel-20-mm-kompositsten,Ariel (20 mm),Kompositsten,20,,350,,,backorder,,,,,,
bianco-river-30-mm-kompositsten,Bianco River (30 mm),Kompositsten,30,,350,,,backorder,,,,,,
bianco-river-20-mm-kompositsten,Bianco River (20 mm),Kompositsten,20,,350,,,backorder,,,,,,
blanco-orion-30-mm-kompositsten,Blanco Orion (30 mm),Kompositsten,30,,350,,,backorder,,,,,,
blanco-orion-20-mm-kompositsten,Blanco Orion (20 mm),Kompositsten,20,,350,,,backorder,,,,,,
blanco-zeus-30-mm-kompositsten,Blanco Zeus (30 mm),Kompositsten,30,,350,,,backorder,,,,,,
blanco-zeus-20-mm-kompositsten,Blanco Zeus (20 mm),Kompositsten,20,,350,,,backorder,,,,,,
brilliant-arabesco-30-mm-kompositsten,Brilliant Arabesco (30 mm),Kompositsten,30,,350,,,backorder,,,,,,
brilliant-arabesco-20-mm-kompositsten,Brilliant Arabesco (20 mm),Kompositsten,20,,350,,,backorder,,,,,,
burnt-cordite-20-mm-kompositsten,Burnt Cordite (20 mm),Kompositsten,20,,350,,,backorder,,,,,,
calacatta-pastino-30-mm-kompositsten,Calacatta Pastino (30 mm),Kompositsten,30,,350,,,backorder,,,,,,
calacatta-pastino-20-mm-kompositsten,Calacatta Pastino (20 mm),Kompositsten,20,,350,,,backorder,,,,,,
calacatta-serchio-30-mm-kompositsten,Calacatta Serchio (30 mm),Kompositsten,30,,350,,,backorder,,,,,,
calacatta-serchio-20-mm-kompositsten,Calacatta Serchio (20 mm),Kompositsten,20,,350,,,backorder,,,,,,
calacatta-volegno-30-mm-kompositsten,Calacatta Volegno (30 mm),Kompositsten,30,,350,,,backorder,,,,,,
calacatta-volegno-20-mm-kompositsten,Calacatta Volegno (20 mm),Kompositsten,20,,350,,,backorder,,,,,,
crystal-anthracite-30-mm-kompositsten,Crystal Anthracite (30 mm),Kompositsten,30,,350,,,backorder,,,,,,
crystal-anthracite-20-mm-kompositsten,Crystal Anthracite (20 mm),Kompositsten,20,,350,,,backorder,,,,,,
crystal-nevada-30-mm-kompositsten,Crystal Nevada (30 mm),Kompositsten,30,,350,,,backorder,,,,,,
crystal-nevada-20-mm-kompositsten,Crystal Nevada (20 mm),Kompositsten,20,,350,,,backorder,,,,,,
crystal-royal-30-mm-kompositsten,Crystal Royal (30 mm),Kompositsten,30,,350,,,backorder,,,,,,
crystal-royal-20-mm-kompositsten,Crystal Royal (20 mm),Kompositsten,20,,350,,,backorder,,,,,,
elegance-eco-nev-30-mm-kompositsten,Elegance Eco Nev (30 mm),Kompositsten,30,,350,,,backorder,,,,,,
elegance-eco-nev-20-mm-kompositsten,Elegance Eco Nev (20 mm),Kompositsten,20,,350,,,backorder,,,,,,
eternal-calacatta-gold-30-mm-kompositsten,Eternal Calacatta Gold (30 mm),Kompositsten,30,,350,,,backorder,,,,,,
eternal-calacatta-gold-20-mm-kompositsten,Eternal Calacatta Gold (20 mm),Kompositsten,20,,350,,,backorder,,,,,,
eternal-marquina-30-mm-kompositsten,Eternal Marquina (30 mm),Kompositsten,30,,350,,,backorder,,,,,,
eternal-marquina-20-mm-kompositsten,Eternal Marquina (20 mm),Kompositsten,20,,350,,,backorder,,,,,,
eternal-serena-30-mm-kompositsten,Eternal Serena (30 mm),Kompositsten,30,,350,,,backorder,,,,,,
eternal-serena-20-mm-kompositsten,Eternal Serena (20 mm),Kompositsten,20,,350,,,backorder,,,,,,
eternal-statuario-30-mm-kompositsten,Eternal Statuario (30 mm),Kompositsten,30,,350,,,backorder,,,,,,
eternal-statuario-20-mm-kompositsten,Eternal Statuario (20 mm),Kompositsten,20,,350,,,backorder,,,,,,
goldfinch-30-mm-kompositsten,Goldfinch (30 mm),Kompositsten,30,,350,,,backorder,,,,,,
goldfinch-20-mm-kompositsten,Goldfinch (20 mm),Kompositsten,20,,350,,,backorder,,,,,,
harmonia-yosemite-30-mm-kompositsten,Harmonia Yosemite (30 mm),Kompositsten,30,,350,,,backorder,,,,,,
harmonia-yosemite-20-mm-kompositsten,Harmonia Yosemite (20 mm),Kompositsten,20,,350,,,backorder,,,,,,
honey-galaxy-30-mm-kompositsten,Honey Galaxy (30 mm),Kompositsten,30,,350,,,backorder,,,,,,
honey-galaxy-20-mm-kompositsten,Honey Galaxy (20 mm),Kompositsten,20,,350,,,backorder,,,,,,
iconic-white-30-mm-kompositsten,Iconic White (30 mm),Kompositsten,30,,350,,,backorder,,,,,,
iconic-white-20-mm-kompositsten,Iconic White (20 mm),Kompositsten,20,,350,,,backorder,,,,,,
imperial-meringa-30-mm-kompositsten,Imperial Meringa (30 mm),Kompositsten,30,,350,,,backorder,,,,,,
imperial-meringa-20-mm-kompositsten,Imperial Meringa (20 mm),Kompositsten,20,,350,,,backorder,,,,,,
lagoon-30-mm-kompositsten,Lagoon (30 mm),Kompositsten,30,,350,,,backorder,,,,,,
lagoon-20-mm-kompositsten,Lagoon (20 mm),Kompositsten,20,,350,,,backorder,,,,,,
lyra-30-mm-kompositsten,Lyra (30 mm),Kompositsten,30,,350,,,backorder,,,,,,
lyra-20-mm-kompositsten,Lyra (20 mm),Kompositsten,20,,350,,,backorder,,,,,,
noble-imperial-grey-20-mm-kompositsten,Noble Imperial Grey (20 mm),Kompositsten,20,,350,,,backorder,,,,,,
noble-pro-cloud-30-mm-kompositsten,Noble Pro Cloud (30 mm),Kompositsten,30,,350,,,backorder,,,,,,
noble-pro-cloud-20-mm-kompositsten,Noble Pro Cloud (20 mm),Kompositsten,20,,350,,,backorder,,,,,,
noble-pro-frost-30-mm-kompositsten,Noble Pro Frost (30 mm),Kompositsten,30,,350,,,backorder,,,,,,
noble-pro-frost-20-mm-kompositsten,Noble Pro Frost (20 mm),Kompositsten,20,,350,,,backorder,,,,,,
noble-pro-storm-30-mm-kompositsten,Noble Pro Storm (30 mm),Kompositsten,30,,350,,,backorder,,,,,,
noble-pro-storm-20-mm-kompositsten,Noble Pro Storm (20 mm),Kompositsten,20,,350,,,backorder,,,,,,
ocean-reef-30-mm-kompositsten,Ocean Reef (30 mm),Kompositsten,30,,350,,,backorder,,,,,,
ocean-reef-20-mm-kompositsten,Ocean Reef (20 mm),Kompositsten,20,,350,,,backorder,,,,,,
planet-mercury-30-mm-kompositsten,Planet Mercury (30 mm),Kompositsten,30,,350,,,backorder,,,,,,
planet-mercury-20-mm-kompositsten,Planet Mercury (20 mm),Kompositsten,20,,350,,,backorder,,,,,,
planet-neptune-30-mm-kompositsten,Planet Neptune (30 mm),Kompositsten,30,,350,,,backorder,,,,,,
planet-neptune-20-mm-kompositsten,Planet Neptune (20 mm),Kompositsten,20,,350,,,backorder,,,,,,
rossa-nova-30-mm-kompositsten,Rossa Nova (30 mm),Kompositsten,30,,350,,,backorder,,,,,,
rossa-nova-20-mm-kompositsten,Rossa Nova (20 mm),Kompositsten,20,,350,,,backorder,,,,,,
statuario-maximus-30-mm-kompositsten,Statuario Maximus (30 mm),Kompositsten,30,,350,,,backorder,,,,,,
statuario-maximus-20-mm-kompositsten,Statuario Maximus (20 mm),Kompositsten,20,,350,,,backorder,,,,,,
taurus-black-30-mm-kompositsten,Taurus Black (30 mm),Kompositsten,30,,350,,,backorder,,,,,,
taurus-black-20-mm-kompositsten,Taurus Black (20 mm),Kompositsten,20,,350,,,backorder,,,,,,
taurus-terazzo-black-20-mm-kompositsten,Taurus Terazzo Black (20 mm),Kompositsten,20,,350,,,backorder,,,,,,
taurus-terazzo-dark-20-mm-kompositsten,Taurus Terazzo Dark (20 mm),Kompositsten,20,,350,,,backorder,,,,,,
taurus-terazzo-grey-20-mm-kompositsten,Taurus Terazzo Grey (20 mm),Kompositsten,20,,350,,,backorder,,,,,,
taurus-terazzo-white-20-mm-kompositsten,Taurus Terazzo White (20 mm),Kompositsten,20,,350,,,backorder,,,,,,
blue-roma-30-mm-kvartsit,Blue Roma (30 mm),Kvartsit,30,,420,,,backorder,,,,,,
blue-roma-20-mm-kvartsit,Blue Roma (20 mm),Kvartsit,20,,420,,,backorder,,,,,,
brown-silk-30-mm-kvartsit,Brown Silk (30 mm),Kvartsit,30,,420,,,backorder,,,,,,
brown-silk-20-mm-kvartsit,Brown Silk (20 mm),Kvartsit,20,,420,,,backorder,,,,,,
double-brown-30-mm-kvartsit,Double Brown (30 mm),Kvartsit,30,,420,,,backorder,,,,,,
double-brown-20-mm-kvartsit,Double Brown (20 mm),Kvartsit,20,,420,,,backorder,,,,,,
